
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97, 207, 141, 51, 54, 106, 160, 49, 191,
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97, 207, 141, 51, 54, 106, 160, 49,
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97, 207, 141, 51, 54, 106, 160,
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 49, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97, 207, 141, 51, 54, 106,
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 160, 49, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97, 207, 141, 51, 54,
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 106, 160, 49, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97, 207, 141, 51,
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 54, 106, 160, 49, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97, 207, 141,
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 51, 54, 106, 160, 49, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97, 207,
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 141, 51, 54, 106, 160, 49, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3, 97,
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 207, 141, 51, 54, 106, 160, 49, 191, 58, 147, 116, 29, 28, 89, 152, 190, 137, 135, 123, 30, 5, 53, 55, 78, 179, 29, 197, 4, 81, 202, 118, 120, 84, 96, 105, 186, 138, 126, 34, 37, 110, 134, 90, 12, 45, 126, 140, 99, 2, 208, 47, 113, 65, 195, 177, 178, 36, 84, 90, 132, 10, 31, 201, 26, 10, 64, 57, 139, 106, 66, 137, 83, 54, 114, 64, 190, 73, 3,
